1192,Inc. American,2018,97516328,School,SQL Injection Attack
1193,Power,2014,57138735,Hospital,DoS Attack
1194,Planters,2019,35043900,Goverment,DNS Tunneling Attack
1195,AES,2022,9735665,Sandwitch Shop,SQL Injection Attack
1196,Services,2015,41150772,Pizzaria,Zero-Day Exploit Attack
1197,Inc VF,2021,37731834,Goverment,51% Attack
1198,Inc WESCO,2019,42074958,Non-Profit,Cross-site Scripting Attack
1199,Steel,2020,86317209,Local Shop,Supply chain Attack
1200,Corporation Viacom,2019,108481200,Small Business,Man In The Middle Attack
1201,Service,2011,43043840,Non-Profit,SQL Injection Attack
1202,Stationers,2020,9742210,Bank,Man In The Middle Attack
1203,Corporation Union,2019,65920791,Supermarket,Cryptojacking Attack
1204,Management,2023,68935020,Shooting Range,Man In The Middle Attack
1205,Service,2022,95646875,Train Station,SQL Injection Attack
1206,Grainger,2015,58404168,School,Identity-Based Attack
1207,International,2023,91076599,Sandwitch Shop,Zero-Day Exploit Attack
1208,Waste,2010,51562272,Shooting Range,DNS Tunneling Attack
1209,"Company,",2010,90305046,Orphanage,Man In The Middle Attack
1210,"Inc. Airborne,",2012,42385090,Train Station,Cryptojacking Attack
1211,Resources,2020,118474552,Bank,Man In The Middle Attack
1212,International,2019,55009044,Sandwitch Shop,Identity-Based Attack
1213,Co W.W.,2011,95871881,School,Code Injections Attack
1214,Inc United,2018,69670246,Bank,Phishing
1215,Co. Waste,2016,15362460,Train Station,Drive-by Attack
1216,Inc Walt,2021,121579328,Hardware Store,Code Injections Attack
1217,Corporation Walgreen,2018,87718926,Goverment,51% Attack
1218,Co Walter,2022,41418090,Hardware Store,Zero-Day Exploit Attack
1219,Oncology,2020,23707112,Train Station,Insider Attack
1220,"Group,",2017,67455020,Goverment,Cryptojacking Attack
1221,Corporation United,2010,16052487,Burget Franchaise,SQL Injection Attack
1222,"Corporation Administaff,",2020,57016076,Supermarket,Identity-Based Attack
1223,Corporation America,2011,82528040,Train Station,Phishing
1224,Inc Washington,2020,25246224,Sandwitch Shop,DoS Attack
1225,Corporation Verizon,2015,78529850,Supermarket,Cryptojacking Attack
1226,Laboratories Abercrombie,2023,92439174,Kindergarden,Identity-Based Attack
1227,Service,2021,7793904,Orphanage,Supply chain Attack
1228,Systems,2013,1235368,Shooting Range,Phishing
1229,Corporation American,2013,89210652,School,Phishing
1230,Grocers,2010,4464900,Local Shop,Supply chain Attack
1231,Communications,2022,112230270,Kindergarden,Phishing
1232,Berkley,2011,97865152,School,Code Injections Attack
1233,Inc. Affiliated,2017,70957917,Non-Profit,Business Email Compromise Attack
1234,Company American,2018,53688872,Sandwitch Shop,DoS Attack
1235,Products,2023,43642430,Non-Profit,Identity-Based Attack
1236,Steel,2014,118663416,Hardware Store,SQL Injection Attack
1237,Inc. Acterna,2022,55672422,Non-Profit,Drive-by Attack
1238,Inc Valero,2011,98298438,Train Station,SQL Injection Attack
1239,Post,2020,51698514,Shooting Range,DNS Tunneling Attack
1240,Works,2023,93964720,Hardware Store,Drive-by Attack
1241,Services,2011,105725754,Train Station,SQL Injection Attack
1242,Foods,2016,2491452,Non-Profit,Supply chain Attack
1243,Electric,2017,29428025,Shooting Range,Supply chain Attack
1244,Stores,2017,10795432,Burget Franchaise,Cross-site Scripting Attack
1245,Inc U.S.,2017,83429940,Local Shop,Business Email Compromise Attack
1246,Software,2020,108573948,Supermarket,DNS Tunneling Attack
1247,Corp 3M,2023,16828265,Kindergarden,Insider Attack
1248,Corporation Agilent,2012,109579392,Supermarket,Man In The Middle Attack
1249,Sciences,2018,30712910,Small Business,Phishing
1250,Corporation UGI,2016,73168750,Pizzaria,Supply chain Attack
1251,Inc Unocal,2022,58947120,Local Shop,Phishing
1252,Computer,2013,79788708,Kindergarden,Business Email Compromise Attack
1253,Corporation Volt,2019,49191527,Goverment,Spoofing
1254,Inc. UAL,2014,99437184,Sandwitch Shop,Insider Attack
1255,Water,2023,72547785,Supermarket,51% Attack
1256,Industries,2017,38905856,Hardware Store,Malware
1257,Corporation The,2022,22115658,Small Business,Supply chain Attack
1258,Health,2014,29624642,Small Business,SQL Injection Attack
1259,Inc United,2019,7965693,Sandwitch Shop,Insider Attack
1260,Networks,2019,113551200,Local Shop,Business Email Compromise Attack
1261,Inc. Agway,2015,33749404,Supermarket,Phishing
1262,Co W.W.,2020,1371794,Pizzaria,DDoS Attack
1263,Financial,2023,2475480,School,Phishing
1264,Resources,2018,59239888,Bank,Spoofing
1265,"Group,",2011,26246220,Shooting Range,Man In The Middle Attack
1266,Corporation UnitedHealth,2021,30316902,Shooting Range,Business Email Compromise Attack
1267,Hess,2012,79315467,Train Station,Cross-site Scripting Attack
1268,Inc U.S.,2018,79133344,Hospital,Supply chain Attack
1269,Company Advance,2012,69778503,Orphanage,SQL Injection Attack
1270,Express,2010,9683750,Hardware Store,Zero-Day Exploit Attack
1271,Gas,2016,72028841,Hospital,Man In The Middle Attack
1272,Edwards,2011,67178136,Supermarket,Cross-site Scripting Attack
1273,"Group,",2014,34811458,Burget Franchaise,Man In The Middle Attack
1274,Company WGL,2023,103718888,Kindergarden,Cross-site Scripting Attack
1275,Department,2010,38635050,Hardware Store,Spoofing
1276,Services,2022,120322972,School,51% Attack
1277,Inc. American,2020,89585381,Burget Franchaise,51% Attack
1278,Inc United,2016,38740014,Non-Profit,Code Injections Attack
1279,"Inc. Amazon.com,",2021,11051839,Kindergarden,Identity-Based Attack
1280,Inc Visteon,2016,88110080,Bank,51% Attack
1281,Corporation Alaska,2019,112341138,Kindergarden,DDoS Attack
1282,"Inc. Airgas,",2012,33469174,Goverment,Insider Attack
1283,Corporation URS,2014,17264048,Sandwitch Shop,DNS Tunneling Attack
1284,Inc Unocal,2012,123916272,Local Shop,Identity-Based Attack
1285,Corporation AMERCO Ameren,2018,1209185,Non-Profit,Phishing
1286,Management,2014,68092414,Bank,Insider Attack
1287,Corp Unisource,2015,8074638,Train Station,Cryptojacking Attack
1288,Corporation Verizon,2023,48920816,Pizzaria,51% Attack
1289,Inc Viad,2019,8864453,Supermarket,Man In The Middle Attack
1290,Mutual,2010,52727460,Hospital,SQL Injection Attack
1291,Hess,2012,76828701,Hardware Store,SQL Injection Attack
1292,Materials,2014,111464716,Small Business,Phishing
1293,Company WGL,2022,56139474,Kindergarden,Code Injections Attack
1294,Group,2019,83628632,Burget Franchaise,DoS Attack
1295,Computer,2012,114051945,Goverment,Phishing
1296,Power,2010,95936400,School,SQL Injection Attack
1297,Information,2019,58921413,Non-Profit,Cryptojacking Attack
1298,Corporation American,2016,101859252,Shooting Range,Cross-site Scripting Attack
1299,Inc Universal,2011,29434041,Burget Franchaise,Code Injections Attack
1300,Co Wallace,2019,71271200,Hospital,Insider Attack
1301,Power,2010,45253984,Local Shop,Cryptojacking Attack
1302,Corporation UnitedHealth,2021,1919148,Hardware Store,Drive-by Attack
1303,International,2016,30838101,School,Business Email Compromise Attack
1304,Inc Werner,2010,43888728,Bank,DNS Tunneling Attack
1305,Technologies,2013,94369770,Orphanage,DoS Attack
1306,Inc Weis,2016,81913626,Goverment,Code Injections Attack
1307,Corp Unisource,2017,76454272,Local Shop,Code Injections Attack
1308,AES,2012,99868416,Hospital,Business Email Compromise Attack
1309,Inc. American,2019,129505915,Supermarket,Malware
1310,and,2017,50288280,Kindergarden,51% Attack
1311,Waste,2016,27997716,Burget Franchaise,Business Email Compromise Attack
1312,Corporation USG,2017,9677312,Train Station,Business Email Compromise Attack
1313,Inc. Affiliated,2015,45743607,Non-Profit,Identity-Based Attack
1314,Fitch,2011,99158382,Hardware Store,Spoofing
1315,Inc. American,2014,109469805,Kindergarden,DoS Attack
1316,Rentals,2016,36101828,Burget Franchaise,Zero-Day Exploit Attack
1317,Co Wallace,2017,131044134,Hardware Store,Phishing
1318,Inc USA,2017,129511952,Orphanage,Cross-site Scripting Attack
1319,Co. ABM,2014,7034227,Burget Franchaise,51% Attack
1320,"Services,",2014,10175880,Sandwitch Shop,SQL Injection Attack
1321,Industries,2014,77761986,School,Identity-Based Attack
1322,Co. ABM,2010,92337734,Shooting Range,DoS Attack
1323,Inc WestPoint,2011,23896026,Burget Franchaise,Business Email Compromise Attack
1324,"Holdings,",2017,111503308,Train Station,Zero-Day Exploit Attack
1325,Inc Wachovia,2015,83233850,Kindergarden,51% Attack
1326,Inc. American,2016,122539638,Burget Franchaise,Insider Attack
1327,Co. ABM,2022,76910266,Train Station,Zero-Day Exploit Attack
1328,Inc. Wellpoint,2020,100916048,Bank,Zero-Day Exploit Attack
1329,Inc United,2018,69632955,Bank,Supply chain Attack
1330,Inc U.S.,2023,81971890,Bank,SQL Injection Attack
1331,Inc Viad,2012,60094650,Goverment,Spoofing
1332,Technologies,2012,22685292,Kindergarden,Code Injections Attack
1333,"Incorporated Allergan,",2018,37815877,Kindergarden,SQL Injection Attack
1334,"Inc. Airborne,",2015,21870930,Burget Franchaise,SQL Injection Attack
1335,Resources,2011,111109380,School,Spoofing
1336,Holding,2021,14661264,Hospital,DoS Attack
1337,Inc. Amgen,2016,36422554,Non-Profit,Cross-site Scripting Attack
1338,Holdings,2022,79830432,Pizzaria,Man In The Middle Attack
1339,Corporation Agilent,2014,4876638,Small Business,Malware
1340,Corporation UnitedHealth,2016,23629560,Small Business,Cryptojacking Attack
1341,Inc Washington,2015,40970232,Shooting Range,Cross-site Scripting Attack
1342,Air,2021,105325528,Local Shop,Malware
1343,International,2020,56937828,Hardware Store,Drive-by Attack
1344,Axle,2016,32817792,Goverment,DDoS Attack
1345,Inc United,2018,17244245,Goverment,Cross-site Scripting Attack
1346,Forest,2015,26331798,Goverment,Spoofing
1347,Inc Wal-Mart,2014,25159266,Hardware Store,Cryptojacking Attack
1348,Inc Werner,2010,74797824,Local Shop,51% Attack
1349,Coors,2010,18438132,Kindergarden,SQL Injection Attack
1350,Company American,2016,48168000,Sandwitch Shop,Business Email Compromise Attack
1351,Corporation Wakenhut,2017,93390577,Pizzaria,DDoS Attack
1352,Auto,2011,56175600,Bank,Zero-Day Exploit Attack
1353,Corp Tyson,2016,40966134,Goverment,51% Attack
1354,Entertainment,2015,87651190,Orphanage,Business Email Compromise Attack
1355,Technologies,2017,127075965,Goverment,Cryptojacking Attack
1356,Corporation W.R.,2015,767496,Orphanage,Zero-Day Exploit Attack
1357,Incorporated Ace,2020,76802129,Orphanage,Cross-site Scripting Attack
1358,Co Wallace,2011,55866762,Non-Profit,Identity-Based Attack
1359,Software,2017,50516748,Train Station,51% Attack
1360,Company A.G.,2014,113494720,Bank,DoS Attack
1361,Inc Western,2022,107661905,Small Business,Insider Attack
1362,&,2022,57167226,Small Business,SQL Injection Attack
1363,Stores,2010,125495499,Non-Profit,Code Injections Attack
1364,Pacific,2022,104843860,School,Zero-Day Exploit Attack
1365,Berkley,2010,42919695,Train Station,Insider Attack
1366,Inc Universal,2013,66977712,School,Cross-site Scripting Attack
1367,Inc. Allmerica,2019,53612373,School,Identity-Based Attack
1368,"Industries,",2020,32573448,Non-Profit,Insider Attack
1369,Entertainment,2012,7143442,Hospital,51% Attack
1370,Inc. Agway,2019,55794620,Kindergarden,Business Email Compromise Attack
1371,Corporation Amerada,2019,27558471,Small Business,Man In The Middle Attack
1372,Inc TXU,2021,29201648,Local Shop,Spoofing
1373,Inc Visteon,2015,3543713,Kindergarden,Business Email Compromise Attack
1374,Inc Valero,2015,64424112,Shooting Range,Business Email Compromise Attack
1375,Systems,2017,110748000,Hardware Store,DoS Attack
1376,Inc. American,2013,114645568,Small Business,SQL Injection Attack
1377,Manufacturing,2016,136687905,Non-Profit,Identity-Based Attack
1378,"Corporation Administaff,",2022,45442306,Hospital,Spoofing
1379,Berkley,2015,110911591,Bank,Identity-Based Attack
1380,Corporation Wakenhut,2013,103941600,Shooting Range,SQL Injection Attack
1381,Sciences,2014,31751952,Pizzaria,Insider Attack
1382,Corporation Allied,2011,123256434,Burget Franchaise,Business Email Compromise Attack
1383,Materials,2021,63110439,Pizzaria,Man In The Middle Attack
1384,Corporation US,2016,28395528,School,Identity-Based Attack
1385,Inc United,2011,87378265,School,DoS Attack
1386,Corporation The,2013,34936902,Small Business,Identity-Based Attack
1387,Inc. Alliant,2014,44626725,Burget Franchaise,Drive-by Attack
1388,Industries,2011,48284356,Sandwitch Shop,Insider Attack
1389,"Group,",2012,123902967,Hardware Store,DNS Tunneling Attack
1390,Systems,2022,62709850,Pizzaria,DDoS Attack
1391,Inc. American,2020,131488448,Hardware Store,Code Injections Attack
1392,&,2017,38981568,Sandwitch Shop,Business Email Compromise Attack
1393,Inc Watsco,2011,122347190,School,DoS Attack
1394,Corporation Agilent,2013,92593662,Orphanage,Spoofing
1395,AES,2023,22905900,Local Shop,Phishing
1396,Incorporated Unitrin,2019,11345292,Train Station,Spoofing
1397,Steel,2018,94875858,Hospital,DNS Tunneling Attack
1398,and,2013,80712132,Shooting Range,Cryptojacking Attack
1399,Auto,2023,63622323,Hospital,DDoS Attack
1400,Inc. Wellpoint,2018,69949600,Hospital,Identity-Based Attack
1401,Inc. American,2014,25615884,Hospital,DDoS Attack
1402,Stores,2020,126918854,Local Shop,Business Email Compromise Attack
1403,Corp 3M,2023,2136769,Shooting Range,DoS Attack
1404,Corporation Value,2010,36402912,Orphanage,SQL Injection Attack
1405,"Inc. Amazon.com,",2016,38596755,Burget Franchaise,Code Injections Attack
1406,Group,2020,38260072,Pizzaria,Identity-Based Attack
1407,"Incorporated Allergan,",2019,5706792,Hardware Store,SQL Injection Attack
1408,Inc United,2013,99316096,Small Business,SQL Injection Attack
1409,Corporation Valspar,2011,108802980,Hardware Store,Drive-by Attack
1410,Co. ABM,2021,76860510,Supermarket,Spoofing
1411,Inc. Amkor,2016,73191392,Non-Profit,Supply chain Attack
1412,Co Walter,2018,77911336,Local Shop,Man In The Middle Attack
1413,Technologies,2015,125082999,Supermarket,Business Email Compromise Attack
1414,Conversion,2016,50155994,Hospital,Identity-Based Attack
1415,Company Albertson,2010,106199995,Small Business,51% Attack
1416,Inc. Amkor,2019,20152512,Kindergarden,DNS Tunneling Attack
1417,Grainger,2016,124849036,Small Business,Supply chain Attack
1418,Power,2015,103872754,Goverment,51% Attack
1419,Edwards,2014,52671861,Sandwitch Shop,DDoS Attack
1420,Inc. American,2021,139246620,Hospital,Malware
1421,Inc Unocal,2010,110957364,Hardware Store,Identity-Based Attack
1422,Industries,2023,71001882,Local Shop,51% Attack
1423,Corporation Walgreen,2016,14045010,Orphanage,51% Attack
1424,&,2018,130726048,Orphanage,51% Attack
1425,Corporation US,2017,23221800,School,Malware
1426,Micro,2012,64646284,Bank,Insider Attack
1427,Communications,2011,50227546,Hardware Store,Business Email Compromise Attack
1428,"Corporation Administaff,",2019,105560616,Shooting Range,Cryptojacking Attack
1429,Inc United,2012,128442807,Sandwitch Shop,DNS Tunneling Attack
1430,Rentals,2012,106931110,Burget Franchaise,Insider Attack
1431,Corporation Aetna,2017,140127813,Train Station,Zero-Day Exploit Attack
1432,"Corporation Administaff,",2022,27064800,Small Business,Drive-by Attack
1433,Inc United,2023,113525126,Goverment,Cryptojacking Attack
1434,Inc. Allmerica,2022,35054130,School,SQL Injection Attack
1435,Inc. Adelphia,2019,102701515,Burget Franchaise,DoS Attack
1436,&,2023,116357644,Hospital,SQL Injection Attack
1437,Inc. Agway,2019,111258288,Small Business,Malware
1438,Inc. Wellpoint,2011,117080522,Shooting Range,Identity-Based Attack
1439,"Holdings,",2012,53381144,Bank,Code Injections Attack
1440,Power,2018,37486080,Small Business,Man In The Middle Attack
1441,"Stores,",2011,35977447,Non-Profit,Supply chain Attack
1442,Inc. Adelphia,2018,72704198,Hardware Store,Supply chain Attack
1443,Inc Union,2020,98494851,Hospital,SQL Injection Attack
1444,Networks,2022,33235104,Burget Franchaise,Supply chain Attack
1445,Inc Wells,2022,17363120,Sandwitch Shop,DNS Tunneling Attack
1446,Inc United,2012,8972430,Supermarket,Spoofing
1447,Inc Washington,2017,134484180,Goverment,Cryptojacking Attack
1448,"Telecommunications,",2013,22973968,School,Malware
1449,"Stores,",2014,92144808,Orphanage,Phishing
1450,&,2016,51544600,Sandwitch Shop,Cross-site Scripting Attack
1451,Services,2016,13556693,School,DoS Attack
1452,Inc VF,2013,90625128,Shooting Range,Insider Attack
1453,Hardware,2010,113140751,Pizzaria,SQL Injection Attack
1454,Works,2016,79637034,Train Station,DoS Attack
1455,Inc Wal-Mart,2020,24804840,Sandwitch Shop,DoS Attack
1456,Manufacturing,2013,93070432,Small Business,Code Injections Attack
1457,"Group,",2016,55588921,Orphanage,51% Attack
1458,Fargo,2022,132097716,Goverment,Business Email Compromise Attack
1459,Parcel,2013,46461855,Bank,DoS Attack
1460,"Inc. Airborne,",2022,59294980,Shooting Range,Identity-Based Attack
1461,Service,2016,100708191,Goverment,Phishing
1462,Inc. Alcoa,2011,94765378,Hospital,Cross-site Scripting Attack
1463,Inc. Affiliated,2012,48360928,Small Business,Cryptojacking Attack
1464,Inc. Advanced,2020,3267648,Burget Franchaise,Drive-by Attack
1465,Conversion,2022,141138100,Hardware Store,Spoofing
1466,Inc Viad,2016,115236396,Non-Profit,DDoS Attack
1467,Inc United,2017,37373292,Pizzaria,Man In The Middle Attack
1468,Water,2017,65259940,Bank,Business Email Compromise Attack
1469,Inc WESCO,2011,32829212,Non-Profit,DoS Attack
1470,Corporation Alaska,2010,19476030,Shooting Range,51% Attack
1471,Corporation Volt,2014,94716219,Local Shop,Cryptojacking Attack
1472,Management,2019,77505216,Pizzaria,Spoofing
1473,Industries,2011,30648711,Kindergarden,Supply chain Attack
1474,Inc. Amkor,2012,85747002,Hospital,Code Injections Attack
1475,Inc Watsco,2023,58668125,Hospital,Zero-Day Exploit Attack
1476,Inc. Adelphia,2016,43248276,Hardware Store,DoS Attack
1477,"Company,",2012,26308324,Sandwitch Shop,51% Attack
1478,"Holdings,",2010,146783136,Burget Franchaise,Phishing
1479,Allstate,2022,89077212,School,Cross-site Scripting Attack
1480,Grainger,2013,141789920,Hospital,Man In The Middle Attack
1481,Inc Viad,2020,139086634,Non-Profit,Phishing
1482,Inc. American,2018,35842170,Small Business,Man In The Middle Attack
1483,Inc. AmerisourceBergen,2012,36962292,Shooting Range,Code Injections Attack
1484,Communications,2023,77159096,Pizzaria,Identity-Based Attack
1485,Corporation America,2010,23062050,Supermarket,Man In The Middle Attack
1486,Corp Unisource,2017,60111672,Bank,DDoS Attack
1487,Corporation Veritas,2012,136436711,Supermarket,Man In The Middle Attack
1488,Communications,2013,33227040,Goverment,Spoofing
1489,Inc. Advanced,2012,118960677,Pizzaria,Business Email Compromise Attack
1490,Resources,2020,105641000,Train Station,Cryptojacking Attack
1491,Investment,2021,10085124,Bank,Business Email Compromise Attack
1492,Corp. Adams,2021,64306692,Orphanage,Identity-Based Attack
1493,"Telecommunications,",2016,118193345,Burget Franchaise,SQL Injection Attack
1494,Inc. ADC,2010,54903006,Hospital,Phishing
1495,Corp Unisource,2019,138378695,Orphanage,Phishing
1496,Companies,2010,62751216,School,Spoofing
1497,Corporation Volt,2010,1124247,Goverment,Insider Attack
1498,Axle,2022,137481946,Small Business,Code Injections Attack
1499,Inc. Alberto-Culver,2015,4177713,Bank,Identity-Based Attack
1500,Allstate,2021,90706500,Non-Profit,Malware
1501,Inc WESCO,2014,58636565,Small Business,Malware
1502,Industries,2021,141120410,School,Spoofing
1503,Inc Walt,2010,129107700,Pizzaria,SQL Injection Attack
1504,"Group,",2011,127883616,Kindergarden,Phishing
1505,Inc Western,2021,142248085,Hardware Store,Drive-by Attack
1506,Software,2020,142937472,Small Business,DNS Tunneling Attack
1507,Manufacturing,2010,136876289,Hospital,Code Injections Attack
1508,"Outfitters,",2012,76757200,School,DoS Attack
1509,Corp Tyson,2018,119349828,Supermarket,Code Injections Attack
1510,Corporation Unified,2012,71220660,Small Business,DoS Attack
1511,Inc Valero,2011,124557774,Supermarket,Zero-Day Exploit Attack
1512,Corporation AMERCO Ameren,2017,74840976,Small Business,Insider Attack
1513,Management,2013,14952979,Hospital,Business Email Compromise Attack
1514,Corporation Walgreen,2012,109866438,Burget Franchaise,Zero-Day Exploit Attack
1515,Inc. TruServ,2014,3887490,Supermarket,Insider Attack
1516,Corp Tyson,2022,90584032,Bank,DNS Tunneling Attack
1517,Greetings,2012,82861574,Supermarket,Malware
1518,Enterprises,2023,23440956,Hardware Store,Man In The Middle Attack
1519,"Technologies,",2022,124688634,Hardware Store,Cryptojacking Attack
1520,Axle,2021,349600,Bank,Man In The Middle Attack
1521,Inc. Amgen,2010,62538957,Sandwitch Shop,Malware
1522,Inc. American,2010,27613646,Bank,51% Attack
1523,Service,2011,49322355,Burget Franchaise,Malware
1524,"Industries,",2015,40546020,Burget Franchaise,Supply chain Attack
1525,Hardware,2018,116810425,Hardware Store,Phishing
1526,Networks,2013,85968736,Bank,Code Injections Attack
1527,Inc VF,2019,60629535,Orphanage,SQL Injection Attack
1528,Greetings,2017,125259328,Goverment,Cross-site Scripting Attack
1529,"Group,",2017,61013216,Local Shop,Code Injections Attack
1530,Foods,2019,37862910,Goverment,Business Email Compromise Attack
1531,Holdings,2022,45398743,Burget Franchaise,DNS Tunneling Attack
1532,Inc. Abbott,2013,38641636,Hardware Store,Business Email Compromise Attack
1533,Disney,2013,78405285,Supermarket,Cryptojacking Attack
1534,International,2014,28173444,Goverment,Drive-by Attack
1535,Berkley,2011,129856395,Sandwitch Shop,Phishing
1536,Axle,2016,12188160,Goverment,Malware
1537,Group,2010,118436609,Goverment,Malware
1538,Corporation Value,2014,69731382,Bank,Drive-by Attack
1539,"Company,",2023,81680886,Hardware Store,Insider Attack
1540,Energy,2018,70983220,Kindergarden,DoS Attack
1541,International,2011,127545488,Burget Franchaise,Business Email Compromise Attack
1542,Inc United,2011,64097856,Local Shop,Malware
1543,Health,2018,70536702,Non-Profit,DoS Attack
1544,Inc. Allegheny,2010,133744368,Burget Franchaise,DNS Tunneling Attack
1545,Inc. UAL,2014,146649855,Local Shop,Identity-Based Attack
1546,Inc Vectren,2019,53046352,Hardware Store,Business Email Compromise Attack
1547,Corporation Universal,2019,142345658,Orphanage,Malware
1548,AES,2014,3354516,School,DNS Tunneling Attack
1549,Inc Varco,2016,54812914,Train Station,Man In The Middle Attack
1550,Air,2017,154251350,Sandwitch Shop,SQL Injection Attack
1551,Company W.R.,2018,94297698,Non-Profit,DNS Tunneling Attack
1552,Co Walter,2021,69591680,Hospital,DNS Tunneling Attack
1553,Rentals,2012,32027519,Small Business,Cross-site Scripting Attack
1554,Western,2016,34983648,Bank,Identity-Based Attack
1555,Company WGL,2018,117293650,Supermarket,DDoS Attack
1556,"Services,",2022,147392100,Train Station,SQL Injection Attack
1557,Company Albertson,2020,90172098,Kindergarden,Cross-site Scripting Attack
1558,Coors,2011,138923744,Small Business,Business Email Compromise Attack
1559,Corporation US,2010,87260348,Kindergarden,Cryptojacking Attack
1560,Incorporated Ace,2016,4352400,Kindergarden,Spoofing
1561,Corp 3M,2017,21420042,Goverment,Supply chain Attack
1562,Inc Viad,2020,95694368,Sandwitch Shop,DDoS Attack
1563,Coors,2016,70752321,Train Station,Business Email Compromise Attack
1564,Air,2013,144895216,Small Business,Zero-Day Exploit Attack
1565,Industries,2018,27695805,Supermarket,Zero-Day Exploit Attack
1566,Works,2018,82753704,Burget Franchaise,Zero-Day Exploit Attack
1567,Department,2016,155067186,Goverment,Malware
1568,Rentals,2022,128648128,Small Business,Identity-Based Attack
1569,Systems,2010,4248852,Sandwitch Shop,DNS Tunneling Attack
1570,"Outfitters,",2011,91992580,Kindergarden,Man In The Middle Attack
1571,Inc Visteon,2011,4089313,Small Business,Cross-site Scripting Attack
1572,Company WGL,2019,67614864,Orphanage,Code Injections Attack
1573,Industries,2019,60000512,Sandwitch Shop,Identity-Based Attack
1574,Incorporated Adolph,2022,63008794,Hospital,Supply chain Attack
1575,Corporation Allegheny,2022,72221625,Orphanage,Drive-by Attack
1576,Service,2022,108326360,Bank,DDoS Attack
1577,Edwards,2018,80974219,Small Business,Cryptojacking Attack
1578,Inc VF,2023,7599648,Kindergarden,Cross-site Scripting Attack
1579,Inc United,2014,111439504,Local Shop,Drive-by Attack
1580,Corporation American,2014,126883480,Burget Franchaise,Phishing
1581,Inc. Alliant,2012,109138011,Orphanage,Zero-Day Exploit Attack
1582,Inc. Alberto-Culver,2014,21966070,Shooting Range,Zero-Day Exploit Attack
1583,Power,2011,120423559,Hospital,Man In The Middle Attack
1584,Forest,2023,60757488,Small Business,Drive-by Attack
1585,Holdings,2014,98856450,Non-Profit,Supply chain Attack
1586,Inc United,2020,121546282,Supermarket,Drive-by Attack
1587,Company WGL,2012,70961118,Shooting Range,Business Email Compromise Attack
1588,Corporation Viacom,2012,117458008,Sandwitch Shop,Phishing
1589,Hess,2023,129177755,Bank,Drive-by Attack
1590,Corporation UnitedHealth,2014,36266310,Goverment,51% Attack
1591,Inc Watsco,2015,72575056,School,Man In The Middle Attack
1592,Conversion,2019,9988208,Goverment,Supply chain Attack
1593,Interactive USFreighways,2013,89313138,Train Station,DDoS Attack
1594,"Inc. Airborne,",2010,66935248,Burget Franchaise,DDoS Attack
1595,Inc. AMC,2017,134117170,School,Zero-Day Exploit Attack
1596,"Company,",2014,86736216,Goverment,Cross-site Scripting Attack
1597,Edwards,2020,126429699,Hospital,Spoofing
1598,City,2015,65645840,Non-Profit,SQL Injection Attack
1599,Western,2022,47698170,Orphanage,Drive-by Attack
1600,"Inc. AdvancePCS,",2022,25812800,Supermarket,Supply chain Attack
1601,Group,2023,103565488,Goverment,Drive-by Attack
1602,Inc United,2022,68828328,Train Station,Cross-site Scripting Attack
1603,Corporation American,2012,71394414,Train Station,Malware
1604,Inc. Affiliated,2021,72282656,Train Station,Code Injections Attack
1605,"Services,",2019,124708500,School,Insider Attack
1606,Stores,2012,144337644,School,DoS Attack
1607,Inc United,2022,10220520,Hardware Store,Cross-site Scripting Attack
1608,Corporation Volt,2011,130297848,Orphanage,DDoS Attack
1609,Allstate,2010,12760979,Small Business,Man In The Middle Attack
1610,Inc Wachovia,2020,70020510,Kindergarden,Spoofing
1611,&,2014,157902165,Non-Profit,SQL Injection Attack
1612,Group,2012,55815500,Small Business,51% Attack
1613,Corporation ALLTEL,2021,148478263,Train Station,Code Injections Attack
1614,Resources,2011,51875574,Goverment,Spoofing
1615,Air,2012,61723685,Local Shop,Cross-site Scripting Attack
1616,Inc Weis,2011,75898672,Local Shop,Insider Attack
1617,"Group,",2020,75350583,Hardware Store,Business Email Compromise Attack
1618,"Corporation Administaff,",2018,16513308,Local Shop,Zero-Day Exploit Attack
1619,Industries,2011,118078527,School,Zero-Day Exploit Attack
1620,West,2016,2013660,Hospital,DDoS Attack
1621,AES,2011,38446878,Shooting Range,Cryptojacking Attack
1622,Co. Waste,2021,29585280,Non-Profit,Identity-Based Attack
1623,International,2014,72303027,Pizzaria,Identity-Based Attack
1624,Inc Union,2019,124957056,School,Code Injections Attack
1625,Inc. American,2020,151396375,Orphanage,Business Email Compromise Attack
1626,Corporation American,2018,138167724,Kindergarden,Zero-Day Exploit Attack
1627,Inc. Adelphia,2017,145880074,Hardware Store,Insider Attack
1628,Corporation Veritas,2014,51141992,Shooting Range,Malware
1629,Investment,2013,37867734,Kindergarden,Man In The Middle Attack
1630,Materials,2018,49894300,Kindergarden,DoS Attack
1631,Industries,2019,5837349,School,Business Email Compromise Attack
1632,Inc U.S.,2013,134106336,Shooting Range,Business Email Compromise Attack
1633,"Corporation Administaff,",2015,86170144,Local Shop,Cryptojacking Attack
1634,Inc. American,2010,90628176,Bank,Spoofing
1635,Technologies,2012,46363695,Goverment,Insider Attack
1636,West,2017,118696708,Non-Profit,Phishing
1637,Company Wendy,2016,59391997,Non-Profit,Malware
