3005,Financial,2014,91162685,Orphanage,DNS Tunneling Attack
3006,Sciences,2023,268607142,Kindergarden,Cross-site Scripting Attack
3007,Inc. Affiliated,2012,233111661,Hardware Store,Spoofing
3008,Corporation UST,2012,166351424,Orphanage,Identity-Based Attack
3009,Corporation ACT,2020,227480400,Bank,Phishing
301,Pacific,2010,29562715,Orphanage,51% Attack
3010,Corporation Amerada,2019,294790370,Orphanage,Cryptojacking Attack
3011,Inc Wells,2014,201652692,Non-Profit,51% Attack
3012,Standard,2020,252465840,Pizzeria,Man In The Middle Attack
3013,Co Walter,2017,261157801,School,Phishing
3014,Corporation The,2013,6672996,Pizzeria,Business Email Compromise Attack
3015,Grainger,2023,145995345,Government,Cross-site Scripting Attack
3016,Corporation W.R.,2011,160146584,Non-Profit,Drive-by Attack
3017,Manufacturing,2012,112669865,Small Business,Supply chain Attack
3018,Planters,2023,185845422,School,Zero-Day Exploit Attack
3019,Inc U.S.,2014,270677502,Orphanage,Worm VirusDDoS Attack
302,Computer,2022,15139864,Kindergarden,Cryptojacking Attack
3020,Conversion,2012,58793360,Kindergarden,Cryptojacking Attack
3021,Fitch,2012,15999216,School,Zero-Day Exploit Attack
3022,Inc Unocal,2022,144034564,Non-Profit,DNS Tunneling Attack
"3023,""Company,"",2020,34229429,Supermarket,Insider Attack"
3024,Inc Werner,2019,9108288,Supermarket,Business Email Compromise Attack
3025,Inc United,2015,60642175,Hardware Store,DoS Attack
"3026,""Inc. Airgas,"",2011,259367538,Shooting Range,Business Email Compromise Attack"
3027,Corporation American,2012,282104292,Pizzeria,DoS Attack
3028,Parcel,2022,142673304,Small Business,Insider Attack
3029,Disney,2023,166455666,Pizzeria,DNS Tunneling Attack
303,Inc United,2010,585396,Bank,DoS Attack
3030,Waste,2013,197425710,Train Station,Malware
"3031,""Group,"",2010,92791034,Train Station,Zero-Day Exploit Attack"
3032,Company Wendy,2010,230865576,Pizzeria,DoS Attack
3033,Inc. Adelphia,2022,42510528,Non-Profit,Zero-Day Exploit Attack
3034,Industries,2023,98086186,Shooting Range,DNS Tunneling Attack
3035,Inc. Acterna,2018,191805930,Kindergarden,SQL Injection Attack
3036,Inc Wells,2021,117559992,School,Malware
3037,&,2017,207074808,School,Cross-site Scripting Attack
3038,&,2017,234406004,Orphanage,Phishing
3039,Manufacturing,2019,127403997,Supermarket,Business Email Compromise Attack
304,Corporation Agilent,2011,15159872,Non-Profit,Malware
3040,and,2011,219439360,Local Shop,Worm VirusDDoS Attack
"3041,""Energy,"",2014,210671357,Government,Business Email Compromise Attack"
3042,Inc Universal,2020,269359974,Kindergarden,DoS Attack
3043,Inc United,2019,278598822,Pizzeria,Identity-Based Attack
3044,Corporation Verizon,2014,101508268,Small Business,51% Attack
3045,Fitch,2019,166065165,Small Business,Cryptojacking Attack
3046,Inc USA,2017,252677884,School,Drive-by Attack
3047,Corporation W.R.,2011,127757663,Orphanage,Malware
3048,and,2019,205002384,Local Shop,Business Email Compromise Attack
3049,Express,2016,272062270,Local Shop,Worm VirusDDoS Attack
"305,""Group,"",2011,17037300,Bank,Zero-Day Exploit Attack"
3050,Energy,2012,166908200,School,Supply chain Attack
3051,Water,2013,40077936,Burget Franchaise,Worm VirusDDoS Attack
3052,Communications,2021,117010628,Orphanage,Insider Attack
3053,Western,2016,169062928,Non-Profit,Zero-Day Exploit Attack
3054,Grainger,2019,204077442,Kindergarden,Drive-by Attack
3055,Inc. American,2015,298299365,Local Shop,Malware
3056,Corporation Volt,2016,70471360,Small Business,51% Attack
3057,Inc. Alberto-Culver,2023,38316438,Kindergarden,Man In The Middle Attack
3058,Inc Union,2022,143686246,Kindergarden,Business Email Compromise Attack
"3059,""Inc. Airborne,"",2022,254790228,Pizzeria,Spoofing"
306,Corp. Adams,2022,10770282,Supermarket,Cross-site Scripting Attack
3060,Waste,2019,39412800,Train Station,Identity-Based Attack
3061,Corporation America,2016,106786046,Local Shop,Insider Attack
3062,Holding,2010,16599102,Hospital,DNS Tunneling Attack
3063,Corporation America,2022,63921747,Shooting Range,Worm VirusDDoS Attack
3064,Axle,2017,177518968,Train Station,DNS Tunneling Attack
3065,Communications,2020,184696900,Pizzeria,Identity-Based Attack
3066,City,2011,104158152,Burget Franchaise,DoS Attack
3067,Disney,2018,176113274,Pizzeria,Supply chain Attack
3068,Computer,2021,271481184,Small Business,Cross-site Scripting Attack
3069,Corporation Allied,2023,61198929,Orphanage,Malware
307,Inc Vulcan,2022,26106666,Kindergarden,Code Injections Attack
3070,&,2020,131497310,Local Shop,Cross-site Scripting Attack
"3071,""Telecommunications,"",2012,302941866,Shooting Range,Cryptojacking Attack"
3072,Corp 3M,2021,103953408,Kindergarden,51% Attack
"3073,""Outfitters,"",2010,159946577,Kindergarden,51% Attack"
3074,Inc USA,2018,47932882,Bank,SQL Injection Attack
3075,Inc Visteon,2020,207771600,Pizzeria,Cross-site Scripting Attack
3076,Company Advance,2018,147189676,Orphanage,Identity-Based Attack
3077,Stevens,2019,253821730,Local Shop,Worm VirusDDoS Attack
3078,Group,2020,86411772,Kindergarden,Spoofing
3079,Inc. American,2019,56173276,Government,Business Email Compromise Attack
308,Corporation Alaska,2018,23854292,School,Identity-Based Attack
3080,Management,2011,94325000,Burget Franchaise,Cryptojacking Attack
3081,Incorporated Unitrin,2022,16905447,Burget Franchaise,Malware
"3082,""Energy,"",2010,15092554,School,Worm VirusDDoS Attack"
3083,Enterprises,2012,278897429,Burget Franchaise,Zero-Day Exploit Attack
3084,Enterprises,2014,14408448,Burget Franchaise,Drive-by Attack
3085,Products,2021,305516805,Kindergarden,Worm VirusDDoS Attack
3086,Pacific,2023,159015408,Hardware Store,DoS Attack
3087,Planters,2019,273918771,Burget Franchaise,Supply chain Attack
3088,Inc. Adelphia,2010,291920992,Kindergarden,Man In The Middle Attack
3089,Power,2013,285639830,Local Shop,Malware
309,Steel,2016,17873487,Train Station,Insider Attack
3090,Co W.W.,2011,167885880,Sandwitch Shop,Identity-Based Attack
3091,Energy,2023,8351882,Supermarket,Business Email Compromise Attack
"3092,""Devices,"",2015,83490184,Train Station,Zero-Day Exploit Attack"
"3093,""Energy,"",2011,99337881,Kindergarden,SQL Injection Attack"
3094,Inc Watsco,2021,306095608,Non-Profit,Cross-site Scripting Attack
3095,Inc. Amkor,2010,106579420,Train Station,SQL Injection Attack
3096,Inc. TruServ,2010,99195840,Orphanage,Supply chain Attack
3097,Inc. Agway,2013,224643992,Shooting Range,SQL Injection Attack
"3098,""Incorporated Allergan,"",2016,143446694,Local Shop,Man In The Middle Attack"
"3099,""Group,"",2013,219399903,Supermarket,Drive-by Attack"
31,International,2018,1516861,Local Shop,Supply chain Attack
"310,""Inc. Airgas,"",2012,20755740,Hardware Store,Code Injections Attack"
"3100,""Group,"",2017,76880000,School,Phishing"
3101,Inc. Amkor,2014,188869506,Burget Franchaise,Zero-Day Exploit Attack
3102,Inc. Affiliated,2018,87495012,Orphanage,Phishing
3103,Intertechnology,2014,98296834,Orphanage,Man In The Middle Attack
3104,Sciences,2012,295246272,Train Station,DoS Attack
3105,Inc. Apartment,2020,113068575,Hospital,Business Email Compromise Attack
3106,Inc Wells,2019,194441812,Burget Franchaise,Identity-Based Attack
3107,Edwards,2020,103954006,Pizzeria,Identity-Based Attack
3108,Parcel,2023,201239892,Bank,DNS Tunneling Attack
3109,Inc Universal,2014,7380766,Pizzeria,51% Attack
311,Inc. TruServ,2017,25742092,Bank,Cross-site Scripting Attack
3110,and,2014,263724890,Sandwitch Shop,Cross-site Scripting Attack
3111,Inc Weyerhauser,2012,206228190,Orphanage,Zero-Day Exploit Attack
3112,Health,2013,65280424,Government,Drive-by Attack
3113,Inc Western,2013,131072865,Hardware Store,Supply chain Attack
3114,Co Wallace,2013,154476198,Bank,Man In The Middle Attack
3115,Inc United,2012,106504965,Non-Profit,Worm VirusDDoS Attack
3116,International,2018,153484812,Supermarket,Business Email Compromise Attack
3117,Company A.G.,2013,21426258,Burget Franchaise,Cross-site Scripting Attack
3118,Group,2020,28040174,Non-Profit,Spoofing
3119,Corp 3M,2013,13127871,Orphanage,Man In The Middle Attack
312,Inc United,2019,28115880,Supermarket,Supply chain Attack
3120,Corporation American,2018,268204560,Kindergarden,Identity-Based Attack
3121,Technologies,2021,93296053,Local Shop,Code Injections Attack
3122,Edwards,2010,131636008,Kindergarden,Cross-site Scripting Attack
3123,AES,2010,209128572,Supermarket,Man In The Middle Attack
3124,Inc Valero,2013,305542820,Supermarket,DoS Attack
3125,Post,2011,138337500,Hospital,SQL Injection Attack
3126,Corporation TRW,2017,762744,Sandwitch Shop,Drive-by Attack
3127,Communications,2017,96968270,Government,Man In The Middle Attack
3128,Enterprises,2023,27357488,Supermarket,Insider Attack
3129,Inc Western,2022,266947506,Sandwitch Shop,Insider Attack
313,Communications,2023,6408362,Hardware Store,Phishing
3130,Manufacturing,2012,82691470,Burget Franchaise,Cross-site Scripting Attack
3131,Inc Varco,2016,45531002,Kindergarden,Phishing
3132,Corporation Veritas,2021,78024384,Pizzeria,Man In The Middle Attack
3133,Company American,2017,226030285,Hospital,SQL Injection Attack
3134,Investment,2017,150287836,Burget Franchaise,Man In The Middle Attack
"3135,""Industries,"",2010,313180230,School,Man In The Middle Attack"
"3136,""Inc. Airborne,"",2012,159631808,Orphanage,Spoofing"
3137,and,2010,221666694,Train Station,Zero-Day Exploit Attack
3138,Inc. UAL,2021,42155892,Small Business,Man In The Middle Attack
3139,&,2014,290778126,Shooting Range,Cross-site Scripting Attack
"314,""Technologies,"",2019,9095952,Orphanage,SQL Injection Attack"
3140,Industries,2015,25685200,Orphanage,Worm VirusDDoS Attack
3141,Bancorp U.S.,2016,241027776,Hardware Store,Man In The Middle Attack
3142,Investment,2018,170720570,School,Man In The Middle Attack
3143,Pacific,2020,52038651,Orphanage,Cross-site Scripting Attack
3144,Inc WestPoint,2014,105682416,Small Business,Phishing
"3145,""Technologies,"",2017,43378985,Bank,Spoofing"
3146,Financial,2015,6977828,Burget Franchaise,Worm VirusDDoS Attack
3147,Technologies,2014,112017465,Orphanage,Identity-Based Attack
3148,Service,2019,81177476,Kindergarden,DoS Attack
3149,Express,2016,181026563,Burget Franchaise,Worm VirusDDoS Attack
315,Inc. Advantica,2015,3770865,Train Station,Worm VirusDDoS Attack
3150,Corporation US,2010,44509500,Sandwitch Shop,Spoofing
3151,and,2016,287065553,Government,Worm VirusDDoS Attack
3152,&,2016,83146608,Shooting Range,Supply chain Attack
"3153,""Company,"",2012,266084823,Burget Franchaise,Spoofing"
3154,Corporation Valspar,2012,42288832,Supermarket,Insider Attack
3155,Stevens,2020,6180645,Government,DNS Tunneling Attack
"3156,""Corporation Administaff,"",2019,236611632,Train Station,Business Email Compromise Attack"
3157,Inc. American,2018,160309303,Kindergarden,Cryptojacking Attack
3158,Company Advance,2020,215852458,Hospital,Cryptojacking Attack
3159,Corporation UST,2011,94981653,Local Shop,Drive-by Attack
316,Corp 3M,2022,23090436,School,Spoofing
3160,Steel,2018,34605160,Pizzeria,51% Attack
3161,Co Wallace,2017,220988671,Orphanage,Worm VirusDDoS Attack
3162,Industries,2023,19696098,Small Business,Business Email Compromise Attack
3163,Inc. AmerisourceBergen,2012,197542002,Pizzeria,SQL Injection Attack
3164,International,2016,136529764,Local Shop,Business Email Compromise Attack
"3165,""Energy,"",2023,250310355,Orphanage,Spoofing"
3166,Inc. TruServ,2022,185521268,Burget Franchaise,Spoofing
3167,Hardware,2022,149951116,Non-Profit,Phishing
3168,Computer,2016,207770112,School,Phishing
"3169,""Industries,"",2011,248455938,Kindergarden,Zero-Day Exploit Attack"
317,Inc. American,2019,29585927,Kindergarden,Code Injections Attack
3170,Inc Vulcan,2022,83992320,Shooting Range,Spoofing
3171,Inc UnumProvident,2017,245337099,Non-Profit,Zero-Day Exploit Attack
3172,Manufacturing,2011,284855116,Government,SQL Injection Attack
3173,Inc. Alleghany,2023,9074780,Bank,Cryptojacking Attack
3174,Industries,2020,195807234,Hardware Store,Supply chain Attack
3175,Corporation United,2014,85182075,Kindergarden,Supply chain Attack
3176,Oncology,2019,305718584,Small Business,Business Email Compromise Attack
3177,Fitch,2019,108780480,Pizzeria,Insider Attack
3178,Communications,2016,191423652,Train Station,Spoofing
3179,Corporation Volt,2017,21340627,Non-Profit,Man In The Middle Attack
318,Inc. United,2011,6407700,Shooting Range,Cryptojacking Attack
3180,Laboratories Abercrombie,2011,71257440,School,Zero-Day Exploit Attack
3181,Corporation Veritas,2010,85114017,Shooting Range,Phishing
3182,Corporation Value,2015,135155450,Pizzeria,Identity-Based Attack
3183,Corporation USG,2021,77257776,Pizzeria,SQL Injection Attack
3184,Inc. AmerisourceBergen,2022,35074944,Orphanage,Business Email Compromise Attack
3185,Materials,2014,224357770,Bank,Identity-Based Attack
3186,Waste,2023,244904634,Kindergarden,Business Email Compromise Attack
3187,Inc. American,2011,233259717,Supermarket,Business Email Compromise Attack
3188,Eagle,2010,51527644,Hardware Store,DoS Attack
3189,Inc WESCO,2021,141110061,Supermarket,Business Email Compromise Attack
319,Group,2014,9566491,Bank,DNS Tunneling Attack
3190,Inc. Allmerica,2013,58128180,Orphanage,Identity-Based Attack
3191,Micro,2014,185882132,Non-Profit,Phishing
3192,Inc UnumProvident,2017,304009272,Hospital,Drive-by Attack
3193,Group,2018,10779568,Pizzeria,Man In The Middle Attack
3194,Corporation Verizon,2012,11836964,Government,Business Email Compromise Attack
3195,Inc Washington,2018,259136865,Small Business,Worm VirusDDoS Attack
"3196,""Outfitters,"",2015,171701904,Local Shop,Drive-by Attack"
3197,Digital,2012,208297338,Sandwitch Shop,DoS Attack
3198,Inc Western,2012,62220288,Train Station,Worm VirusDDoS Attack
3199,Corporation Volt,2021,210794906,Hardware Store,Insider Attack
32,Corporation URS,2010,1193664,Non-Profit,Drive-by Attack
320,Grace,2014,13551680,Supermarket,DNS Tunneling Attack
3200,Western,2021,219756800,Train Station,DNS Tunneling Attack
3201,Inc. AK,2023,107803278,Orphanage,Spoofing
3202,Inc Wachovia,2017,165123938,Small Business,Phishing
3203,Inc Watsco,2013,200651935,Sandwitch Shop,Business Email Compromise Attack
3204,Inc WESCO,2017,103027824,Bank,DNS Tunneling Attack
3205,Inc US,2017,274162110,Non-Profit,Spoofing
3206,Department,2012,133606844,Pizzeria,Supply chain Attack
3207,Energy,2016,266671671,Kindergarden,Cross-site Scripting Attack
3208,Resources,2016,216523960,Hospital,Malware
"3209,""Inc. Amazon.com,"",2023,246691875,Small Business,Malware"
321,Express,2019,26188143,Small Business,Man In The Middle Attack
3210,&,2015,307684920,Supermarket,Zero-Day Exploit Attack
3211,Inc Vulcan,2014,75930517,Non-Profit,Phishing
3212,Enterprises,2019,152473640,Orphanage,Drive-by Attack
3213,Inc. American,2013,70641018,Local Shop,Phishing
3214,Co. ABM,2019,246012416,Shooting Range,SQL Injection Attack
"3215,""Industries,"",2023,69945540,School,Code Injections Attack"
3216,Company Wendy,2010,40383312,Hardware Store,Phishing
3217,Investment,2019,17104789,Pizzeria,Man In The Middle Attack
3218,Inc. The,2010,175110688,Bank,Business Email Compromise Attack
3219,Corporation ACT,2011,178393761,Non-Profit,DoS Attack
322,Corp Viasystems,2014,4873792,Hardware Store,Man In The Middle Attack
3220,Department,2012,277689580,Train Station,Identity-Based Attack
3221,Entertainment,2016,220851086,Hospital,Code Injections Attack
3222,Communications,2016,165311154,Shooting Range,Business Email Compromise Attack
"3223,""Inc. Amazon.com,"",2022,127714598,Orphanage,Cryptojacking Attack"
3224,Inc. Apartment,2018,61285016,Shooting Range,Code Injections Attack
3225,International,2011,272454450,Small Business,Zero-Day Exploit Attack
3226,Berkley,2010,148837962,Small Business,DoS Attack
"3227,""Holdings,"",2014,245116466,School,Code Injections Attack"
3228,Hardware,2011,322251240,Local Shop,Zero-Day Exploit Attack
3229,Corporation Allegheny,2017,88154929,Local Shop,Code Injections Attack
323,Inc. Wellpoint,2010,21153593,Shooting Range,Cryptojacking Attack
3230,Inc Vulcan,2021,11792730,Non-Profit,Worm VirusDDoS Attack
3231,Financial,2011,207452817,Burget Franchaise,Insider Attack
3232,Corporation W.R.,2018,219708128,Burget Franchaise,Phishing
"3233,""Inc. Airborne,"",2015,240454375,Sandwitch Shop,DNS Tunneling Attack"
3234,Disney,2020,287412048,Government,DNS Tunneling Attack
3235,Company Albertson,2020,203238875,Hospital,Worm VirusDDoS Attack
3236,Manufacturing,2014,224610760,School,DNS Tunneling Attack
3237,Inc. American,2021,52008879,Pizzeria,Business Email Compromise Attack
3238,Pacific,2013,258201358,Hardware Store,Spoofing
3239,Inc United,2019,156294706,Local Shop,SQL Injection Attack
324,Incorporated Ace,2021,13269744,Shooting Range,Malware
3240,Computer,2021,51260040,Local Shop,Worm VirusDDoS Attack
3241,Corporation ALLTEL,2018,156951907,Hardware Store,Malware
3242,Laboratories Abercrombie,2016,2418532,Orphanage,51% Attack
3243,Corporation USG,2011,54171072,Small Business,Malware
3244,Disney,2012,67887188,Train Station,Man In The Middle Attack
3245,Company Wendy,2010,259161925,Pizzeria,Business Email Compromise Attack
3246,Stores,2011,244816566,Burget Franchaise,Phishing
3247,Eagle,2010,81282151,Shooting Range,Cross-site Scripting Attack
3248,Inc. AFLAC,2023,207745328,Burget Franchaise,SQL Injection Attack
3249,Inc. American,2020,51996996,Non-Profit,SQL Injection Attack
325,Markets,2012,25993175,Orphanage,Man In The Middle Attack
3250,Inc Vectren,2021,177414250,Government,Cryptojacking Attack
3251,Industries,2010,216692154,Supermarket,Code Injections Attack
3252,Incorporated Adolph,2017,22864812,Government,Cross-site Scripting Attack
3253,Resources,2016,118880885,Local Shop,Business Email Compromise Attack
3254,Sciences,2021,200810848,Sandwitch Shop,Identity-Based Attack
3255,Inc. Amgen,2022,128849175,Small Business,Identity-Based Attack
3256,Inc. Abbott,2015,318752632,Hardware Store,Business Email Compromise Attack
3257,Energy,2011,267259649,Kindergarden,Cross-site Scripting Attack
3258,Financial,2015,227118438,Train Station,Drive-by Attack
3259,City,2016,278305564,Government,Worm VirusDDoS Attack
"326,""Industries,"",2017,7642418,Non-Profit,SQL Injection Attack"
3260,Corp. Adams,2019,301087080,Train Station,Supply chain Attack
3261,Inc Viad,2022,189607584,Orphanage,51% Attack
3262,Inc Walt,2014,75834976,Pizzeria,51% Attack
"3263,""Group,"",2014,138217417,Sandwitch Shop,Phishing"
"3264,""Group,"",2023,93330816,School,SQL Injection Attack"
3265,Steel,2011,243663685,Orphanage,Malware
3266,Group,2012,114212020,Government,SQL Injection Attack
3267,Corp Unisource,2016,359370,Kindergarden,Business Email Compromise Attack
3268,Pacific,2022,63297892,Hardware Store,Business Email Compromise Attack
"3269,""Group,"",2015,226250759,Hardware Store,Code Injections Attack"
327,Grocers,2014,29520579,School,51% Attack
3270,Company Air,2017,9852510,Sandwitch Shop,Man In The Middle Attack
"3271,""Outfitters,"",2011,223373319,Bank,Insider Attack"
3272,&,2014,147374152,Small Business,SQL Injection Attack
3273,Inc US,2018,97329201,School,Phishing
3274,Corporation Alaska,2014,173260080,Burget Franchaise,Cross-site Scripting Attack
3275,Inc VF,2012,256805850,Hardware Store,SQL Injection Attack
3276,Inc. American,2013,81922932,Government,Code Injections Attack
3277,Health,2019,255488028,School,Phishing
3278,Corp 3M,2017,262502240,Local Shop,DoS Attack
3279,Inc Weis,2018,71101836,Local Shop,Insider Attack
328,Inc. TruServ,2021,14233232,Small Business,Drive-by Attack
3280,Corporation USG,2020,112697520,Train Station,Insider Attack
3281,Coors,2021,189011848,Sandwitch Shop,Drive-by Attack
3282,Corporation Amerada,2015,209621340,Non-Profit,Spoofing
3283,Corporation Unified,2010,323700517,Government,Zero-Day Exploit Attack
3284,Corp Tyson,2012,305418568,Train Station,Zero-Day Exploit Attack
"3285,""Group,"",2022,201508470,School,Business Email Compromise Attack"
3286,Inc Visteon,2023,282517136,Pizzeria,Malware
3287,Greetings,2011,13328785,Shooting Range,Cryptojacking Attack
3288,Management,2022,94990320,Pizzeria,Spoofing
3289,Digital,2012,211111043,Orphanage,Code Injections Attack
329,Networks,2015,10538857,Local Shop,Business Email Compromise Attack
3290,Conversion,2011,130642610,Supermarket,Worm VirusDDoS Attack
3291,Inc. American,2013,21384918,Burget Franchaise,Malware
3292,Company W.R.,2022,52122236,Train Station,Supply chain Attack
3293,Inc U.S.,2012,305850547,Shooting Range,Code Injections Attack
3294,Entertainment,2011,72016722,Supermarket,Phishing
3295,Products,2014,177083185,Kindergarden,Insider Attack
3296,Corporation UnitedHealth,2011,297147584,Hospital,Zero-Day Exploit Attack
3297,Inc. AFLAC,2012,277518381,Kindergarden,Malware
3298,Inc. Wellpoint,2014,231684500,Non-Profit,Cross-site Scripting Attack
3299,Materials,2017,175361644,Shooting Range,Drive-by Attack
33,Corporation Union,2023,2869482,Burget Franchaise,Malware
"330,""Services,"",2017,12674970,School,Malware"
3300,Communications,2022,299603700,Small Business,Worm VirusDDoS Attack
3301,Inc Wachovia,2015,270817341,Hardware Store,Business Email Compromise Attack
3302,Inc. American,2015,198120000,Burget Franchaise,Cross-site Scripting Attack
3303,Inc Washington,2014,14192991,Hospital,Identity-Based Attack
3304,Inc Varco,2017,328572888,Small Business,Malware
3305,Inc Valero,2013,258282445,Pizzeria,SQL Injection Attack
3306,Management,2012,302019630,School,Business Email Compromise Attack
3307,Co. Waste,2018,209640651,Supermarket,Drive-by Attack
3308,Inc Walt,2011,268731996,Non-Profit,Supply chain Attack
3309,Inc Visteon,2010,42348582,Government,Worm VirusDDoS Attack
"331,""Corporation Administaff,"",2022,9046892,Sandwitch Shop,Drive-by Attack"
"3310,""Technologies,"",2012,310799070,Orphanage,Spoofing"
3311,Markets,2014,139710956,Pizzeria,Spoofing
"3312,""Inc. Airgas,"",2017,10518912,Hospital,Insider Attack"
3313,Corporation Veritas,2010,172859088,Train Station,Business Email Compromise Attack
3314,Corporation US,2018,119197952,Non-Profit,Man In The Middle Attack
"3315,""Inc. Airborne,"",2011,280588230,Non-Profit,SQL Injection Attack"
3316,Technologies,2015,315772732,Supermarket,Code Injections Attack
3317,Inc Wachovia,2012,198645179,Bank,Code Injections Attack
3318,Corp Unisys,2018,42540078,Government,DoS Attack
3319,Corp Unisource,2016,297405633,Government,51% Attack
332,Inc United,2017,27022144,Small Business,Code Injections Attack
3320,Information,2023,315340240,Hospital,Supply chain Attack
3321,Health,2019,130100175,Sandwitch Shop,SQL Injection Attack
3322,Inc Wells,2014,54430970,Pizzeria,Man In The Middle Attack
3323,Holdings,2016,311448175,Pizzeria,Worm VirusDDoS Attack
3324,Inc Unocal,2011,133019832,Train Station,Business Email Compromise Attack
3325,Group,2015,257022500,Shooting Range,Phishing
3326,Inc Union,2021,286475032,Pizzeria,Code Injections Attack
"3327,""Group,"",2021,212325813,Bank,DoS Attack"
"3328,""Corporation Administaff,"",2016,146199040,Train Station,Spoofing"
3329,Western,2019,40347480,Orphanage,Business Email Compromise Attack
333,Financial,2022,14783535,School,Cross-site Scripting Attack
3330,Inc TXU,2013,62623980,Government,DoS Attack
3331,Inc Weis,2022,101808684,Local Shop,Phishing
3332,Technologies,2018,174979980,Burget Franchaise,Man In The Middle Attack
3333,Companies,2015,4109589,Kindergarden,SQL Injection Attack
3334,Steel,2015,294028794,Burget Franchaise,51% Attack
"3335,""Inc. ALLETE,"",2020,212009285,Burget Franchaise,Identity-Based Attack"
3336,Corporation The,2022,225563640,School,Phishing
"3337,""Group,"",2013,265725310,Local Shop,Code Injections Attack"
3338,Resources,2021,166843254,Non-Profit,DoS Attack
3339,Services,2022,254061171,Orphanage,SQL Injection Attack
334,Sciences,2018,20735054,Hospital,Phishing
3340,Corporation Volt,2022,144201160,School,Code Injections Attack
3341,Corporation Ames,2018,190751054,Non-Profit,51% Attack
3342,Corporation Allied,2011,221086668,Shooting Range,Identity-Based Attack
3343,Inc. Acterna,2022,1651442,Non-Profit,Identity-Based Attack
3344,Resources,2016,224830496,Train Station,DNS Tunneling Attack
3345,Corporation American,2011,8596650,Shooting Range,SQL Injection Attack
3346,Corporation Walgreen,2023,268807602,School,DoS Attack
3347,Management,2014,300195777,Orphanage,Identity-Based Attack
3348,Incorporated Unitrin,2016,288343152,Non-Profit,Zero-Day Exploit Attack
3349,Group,2010,67904324,Bank,Identity-Based Attack
335,&,2010,7087930,Non-Profit,Cross-site Scripting Attack
3350,Inc. American,2021,103317350,Burget Franchaise,Business Email Compromise Attack
3351,Inc USA,2020,35393262,Orphanage,Insider Attack
3352,Technologies,2014,244491528,Hospital,Zero-Day Exploit Attack
3353,Inc Universal,2023,327806045,Train Station,Cryptojacking Attack
3354,Inc. Wellpoint,2021,56303598,Orphanage,Business Email Compromise Attack
3355,Corporation Allied,2016,7656110,Small Business,Malware
"3356,""Company,"",2017,20978356,School,Code Injections Attack"
3357,Disney,2020,80896986,Pizzeria,Cryptojacking Attack
3358,Industries,2017,55188730,Government,Worm VirusDDoS Attack
3359,Inc. The,2018,288326483,Pizzeria,Drive-by Attack
336,Financial,2023,16608480,Train Station,51% Attack
3360,Inc. Amgen,2022,311475360,Train Station,DNS Tunneling Attack
"3361,""Company,"",2015,200268546,Hospital,Drive-by Attack"
3362,Co. ABM,2020,285638882,Kindergarden,DoS Attack
3363,Corporation URS,2023,139894074,Non-Profit,Identity-Based Attack
"3364,""Incorporated Allergan,"",2014,229397888,Supermarket,Drive-by Attack"
3365,Intertechnology,2014,135626325,Supermarket,Cross-site Scripting Attack
3366,Inc. Acterna,2010,15079680,Orphanage,Spoofing
3367,Investment,2013,107902249,Orphanage,DNS Tunneling Attack
3368,Manufacturing,2010,286306944,School,Identity-Based Attack
3369,Works,2017,77702616,Local Shop,Phishing
337,Foods,2021,31203167,Hardware Store,Supply chain Attack
3370,Defense,2010,302336180,School,Worm VirusDDoS Attack
3371,Water,2011,132311750,Shooting Range,DNS Tunneling Attack
3372,Computer,2010,95515272,Hardware Store,Phishing
3373,International,2018,211257736,Hospital,Cross-site Scripting Attack
3374,Inc Western,2011,50127518,Kindergarden,Business Email Compromise Attack
3375,Inc WESCO,2023,130642875,Local Shop,Cross-site Scripting Attack
3376,Materials,2010,146683824,Shooting Range,Phishing
3377,Products,2022,126445011,Small Business,DoS Attack
3378,Inc. Allmerica,2018,237111954,Pizzeria,DNS Tunneling Attack
3379,Inc WESCO,2017,40169552,Hardware Store,Drive-by Attack
338,Express,2020,24212630,Orphanage,Supply chain Attack
3380,Inc. Allmerica,2019,168452440,Pizzeria,Identity-Based Attack
3381,Co W.W.,2010,121090515,School,DNS Tunneling Attack
3382,Inc. Alcoa,2019,275210250,Shooting Range,Malware
3383,Inc WestPoint,2023,172269126,Kindergarden,Zero-Day Exploit Attack
3384,Corporation ALLTEL,2021,217178352,Orphanage,Worm VirusDDoS Attack
"3385,""Energy,"",2010,141316980,Hardware Store,Man In The Middle Attack"
3386,Corp Viasystems,2018,15629776,Supermarket,Cryptojacking Attack
3387,Inc Union,2020,127689900,Government,Worm VirusDDoS Attack
3388,Corporation The,2012,53672696,Hardware Store,Insider Attack
3389,Manufacturing,2022,188086111,Bank,Code Injections Attack
339,Resources,2022,6281670,Small Business,Zero-Day Exploit Attack
3390,Manufacturing,2016,257589150,Government,Zero-Day Exploit Attack
"3391,""Chemicals,"",2020,333498068,Local Shop,SQL Injection Attack"
3392,Inc. Acterna,2018,187163776,Train Station,Insider Attack
3393,Forest,2022,241160868,Burget Franchaise,51% Attack
3394,Standard,2022,229091606,Train Station,Man In The Middle Attack
3395,Forest,2023,254132725,School,Supply chain Attack
3396,Systems,2011,206459820,Small Business,Insider Attack
"3397,""Inc. ALLETE,"",2018,209081953,Hospital,Insider Attack"
3398,Inc Western,2016,310023326,Burget Franchaise,Identity-Based Attack
